sample_name	region	bin_num	C_number	T_number	Methylation_level
D7-5	Downstream	61	659335	770068	0.46126599706311
D7-5	Downstream	62	590149	796913	0.425466922170746
D7-5	Downstream	63	560999	792056	0.414616552911744
D7-5	Downstream	64	550066	806304	0.405542735389311
D7-5	Downstream	65	579034	758200	0.43300873295175
D7-5	Downstream	66	586028	756854	0.436395751823317
D7-5	Downstream	67	613371	724736	0.45838710955103
D7-5	Downstream	68	638700	710069	0.473542912092434
D7-5	Downstream	69	676275	665950	0.503846225483805
D7-5	Downstream	70	688206	656587	0.511756084393658
D7-5	Downstream	71	683767	618228	0.525168683443485
D7-5	Downstream	72	706688	614482	0.534895584973925
D7-5	Downstream	73	716773	595928	0.546029141441958
D7-5	Downstream	74	712929	579345	0.551685633232581
D7-5	Downstream	75	714361	567473	0.557296030531254
D7-5	Downstream	76	728549	562347	0.564374666898031
D7-5	Downstream	77	712948	551097	0.564021059376842
D7-5	Downstream	78	739268	555830	0.570820123264803
D7-5	Downstream	79	753494	571098	0.568849879812048
D7-5	Downstream	80	733899	558829	0.56771339369148
D7-5	Upstream	-1	571478	776258	0.424028147945889
D7-5	Upstream	-10	690242	630437	0.522641762305602
D7-5	Upstream	-11	682045	611883	0.527112018597634
D7-5	Upstream	-12	716946	593811	0.546970948848642
D7-5	Upstream	-13	718691	586095	0.550811397424559
D7-5	Upstream	-14	722434	577160	0.555892070908299
D7-5	Upstream	-15	728046	558343	0.565960996246081
D7-5	Upstream	-16	725303	561171	0.563791417471321
D7-5	Upstream	-17	720458	553455	0.565547254796835
D7-5	Upstream	-18	727364	562770	0.563789497835109
D7-5	Upstream	-19	731480	561053	0.565927523707325
D7-5	Upstream	-2	557260	772004	0.419224473091876
D7-5	Upstream	-3	568208	785280	0.419810149775986
D7-5	Upstream	-4	588280	745447	0.441079771197554
D7-5	Upstream	-5	597411	716537	0.454668677908106
D7-5	Upstream	-6	628244	706505	0.470683252057128
D7-5	Upstream	-7	640996	694020	0.480141061979782
D7-5	Upstream	-8	672363	661468	0.504084100609448
D7-5	Upstream	-9	666788	635293	0.51209410167263
D7-5	Upstream	0	622917	756630	0.451537352478748
